id,name,cluster,accommodates,bedrooms,bathrooms,neighbourhood_cleansed,room_type,price,number_of_reviews,review_scores_rating,amenities_count,host_is_superhost
47070234.0,A2- Modern 1 bed condo+indoor parking downtown MTL,1,2,1.0,1.0,Ville-Marie,Entire home/apt,139.0,24,5.0,57,t
47157994.0,"Superb Studio  A\C, METRO Saint-Henri, MontrÃ©al !",5,3,0.0,1.0,Le Sud-Ouest,Entire home/apt,79.0,96,4.75,28,t
47158965.0,WOW New A\C wifi studio vibrant St-Henri METRO Mtl,1,1,0.0,1.0,Le Sud-Ouest,Entire home/apt,58.0,31,4.68,30,f
47159243.0,"Studio impeccable, confortable, Metro, quartier A+",5,1,,1.0,Le Sud-Ouest,Entire home/apt,67.0,59,4.61,32,t
47159815.0,Grand studio wifi air-climatisÃ© Metro St-Henri,1,3,0.0,1.0,Le Sud-Ouest,Entire home/apt,41.0,82,4.83,35,t
47159934.0,"#204 studio, cuisine, wifi, St-Henri / Metro",1,3,0.0,1.0,Le Sud-Ouest,Entire home/apt,87.0,60,4.65,32,t
47216346.0,Super comfy home with free parking near DT&Metro,3,6,3.0,1.0,Le Sud-Ouest,Entire home/apt,143.0,206,4.88,60,t
47225947.0,Renovated Loft perfect for Relocation or Business!,2,2,1.0,1.0,Rosemont-La Petite-Patrie,Entire home/apt,75.0,3,3.0,46,f
47226105.0,Room  with private bathroom,5,2,,1.0,CÃ´te-des-Neiges-Notre-Dame-de-GrÃ¢ce,Private room,,20,4.65,21,t
47269648.0,Sun-filled Plateau Studio Overlooking Parc Baldwin,1,2,0.0,1.0,Le Plateau-Mont-Royal,Entire home/apt,144.0,120,4.88,36,t
47307333.0,Room 108 | Maison Sainte-ThÃ©rÃ¨se,1,4,0.0,1.0,Ville-Marie,Entire home/apt,343.0,54,4.93,18,f
47317088.0,Clean and comfortable small room2-01âž•Free parking,5,1,1.0,2.0,CÃ´te-des-Neiges-Notre-Dame-de-GrÃ¢ce,Private room,39.0,19,4.47,29,t
47318167.0,Superbe appart au centre-ville,1,4,2.0,2.0,Ville-Marie,Entire home/apt,130.0,0,,44,f
47350502.0,Loft great for Relocationâ˜…Contemporary& Gorgeousâ˜…,5,2,1.0,1.0,Rosemont-La Petite-Patrie,Entire home/apt,95.0,2,5.0,24,
47352141.0,Cozy 2BR Apt with Patio and Prime Spot Near Metro,1,4,2.0,1.0,Ville-Marie,Entire home/apt,,1,5.0,51,f
47359561.0,Elegant Apartment /Ã‰lÃ©gant Appartement CTIQ:304216,5,6,3.0,1.0,MontrÃ©al-Ouest,Entire home/apt,138.0,54,4.39,32,f
47364672.0,One Bedroom/GreenRoom/Montreal DT/Guy-ConcordiaMTR,1,3,1.0,1.0,Ville-Marie,Entire home/apt,145.0,114,4.49,39,f
47371074.0,Incroyable Condo tout Ã©quipÃ© parking inclus,1,4,2.0,1.0,Le Plateau-Mont-Royal,Entire home/apt,275.0,5,5.0,28,t
47373132.0,Room 3Min Walk Metro/Polytechnique/ 6mins Downtown,5,1,1.0,3.0,CÃ´te-des-Neiges-Notre-Dame-de-GrÃ¢ce,Private room,44.0,9,4.78,27,f
47377820.0,"Cozy bungalow, Montreal",3,4,1.0,1.0,Pierrefonds-Roxboro,Entire home/apt,129.0,213,4.77,49,f
47385224.0,"3 et demi chaleureux, conviviale, quartier central",5,2,1.0,1.0,Rosemont-La Petite-Patrie,Entire home/apt,95.0,28,4.75,28,f
47426432.0,Callisto Saint Andre: 3 Bedrooms 100m to Metro,5,4,3.0,1.0,Rosemont-La Petite-Patrie,Entire home/apt,118.0,8,4.63,24,f
47431435.0,Luxury home in Downtown Montreal with balcony #34,1,2,1.0,1.0,Ville-Marie,Entire home/apt,175.0,1,5.0,51,f
47441364.0,The sun bathed open concept,3,2,1.0,1.0,Rosemont-La Petite-Patrie,Entire home/apt,119.0,197,4.89,45,t
47446932.0,"4 BR in Large, Elegant & Spacious Home, Near Metro",0,8,4.0,1.5,Hampstead,Entire home/apt,130.0,29,4.79,36,f
47515964.0,Monkland Village Guest House,0,8,3.0,1.0,CÃ´te-des-Neiges-Notre-Dame-de-GrÃ¢ce,Entire home/apt,143.0,10,4.9,45,t
47530907.0,5BDR Loft Downtown w/ Private Rooftop Deck,0,10,5.0,2.0,Ville-Marie,Entire home/apt,1500.0,46,4.83,29,t
47559742.0,"Luxurious, specious 2 bedroom condo",5,4,2.0,1.0,CÃ´te-des-Neiges-Notre-Dame-de-GrÃ¢ce,Entire home/apt,240.0,1,5.0,11,f
47575563.0,C - 04 loft,3,2,1.0,1.0,Ville-Marie,Entire home/apt,167.0,223,4.56,36,t
47584790.0,Studio spacieux prÃ¨s de Promenades Masson,5,2,0.0,1.0,Rosemont-La Petite-Patrie,Entire home/apt,69.0,12,4.67,16,f
47595815.0,L'ExpÃ©rience Luxe Ã‰vasion Downtown Montreal,1,4,2.0,2.0,Ville-Marie,Entire home/apt,110.0,8,5.0,30,t
47718812.0,Spacious Victorian apt 100m to Mont-Royal subway,1,4,2.0,1.0,Le Plateau-Mont-Royal,Entire home/apt,327.0,27,4.11,48,f
47757426.0,App accueillant ds 1 bÃ¢timent tranquille /parking,5,2,1.0,1.0,Lachine,Entire home/apt,71.0,15,3.87,19,
47766419.0,A9- Appartement dâ€™une chambre | MontrÃ©al,5,3,1.0,1.0,MontrÃ©al-Nord,Entire home/apt,90.0,25,4.72,22,f
47786892.0,"The Porch House, 3 bedroom home",0,6,3.0,2.0,LaSalle,Entire home/apt,385.0,27,4.93,70,f
47788772.0,Gorgeous Studio 51-NEW-telework Dtown-train-Subway,1,2,0.0,1.0,Ville-Marie,Entire home/apt,68.0,20,5.0,88,t
47884098.0,A1- Modern 1 bed condo+indoor parking downtown MTL,1,2,1.0,1.0,Ville-Marie,Entire home/apt,112.0,18,4.94,53,t
47920976.0,Bright & Comfy | Pet friendly | Desk + wifi | AC,5,4,2.0,1.0,Rosemont-La Petite-Patrie,Entire home/apt,159.0,8,5.0,58,t
47950818.0,Jolie chambre dans appartement rÃ©novÃ©,5,1,1.0,1.5,Rosemont-La Petite-Patrie,Private room,34.0,16,4.94,18,f
47956364.0,Chambre Ã  louer,1,2,1.0,1.0,Ville-Marie,Private room,30.0,9,4.78,33,f
47959616.0,Clean 2 Bedroom on the Steps of Atwater and Canal,5,2,2.0,1.0,Le Sud-Ouest,Entire home/apt,60.0,11,4.91,32,f
47964102.0,Condo tout inclus et rÃ©novÃ© Ã  neuf prÃ¨s de tout!,5,5,2.0,1.0,Mercier-Hochelaga-Maisonneuve,Entire home/apt,44.0,2,5.0,38,t
47972893.0,Brand New Flat in Le Plateau by Denstays,3,4,1.0,1.0,Le Plateau-Mont-Royal,Entire home/apt,188.0,148,4.82,41,t
47972908.0,Modern Studio in the Heart of the City by Denstays,3,4,1.0,1.0,Le Plateau-Mont-Royal,Entire home/apt,179.0,161,4.91,40,t
47972909.0,New 1 Bedroom Apartment by Denstays,3,4,1.0,1.0,Le Plateau-Mont-Royal,Entire home/apt,162.0,144,4.76,39,t
47972910.0,New Apartment Close to Mount Royal by Denstays,3,2,1.0,1.0,Le Plateau-Mont-Royal,Entire home/apt,148.0,154,4.82,40,t
47972918.0,Stylish & Fun 1 Bedroom Apartment by Denstays,3,4,1.0,1.0,Le Plateau-Mont-Royal,Entire home/apt,222.0,156,4.86,40,t
47975088.0,2 BDR APT + Private Terrace + Private Parking$,3,4,2.0,1.0,Le Sud-Ouest,Entire home/apt,211.0,140,4.91,62,t
47993624.0,Dtown New Lit Condo -Monthly Rental,1,2,1.0,1.0,Ville-Marie,Entire home/apt,,10,4.8,32,t
47996227.0,Sonder Gare Saint Denis | 1BR Apt w/ Balcony,1,4,1.0,1.0,Ville-Marie,Entire home/apt,134.0,127,4.76,30,t
47996285.0,Sonder Gare Saint Denis | 2BR Apartment w/ Balcony,1,4,2.0,1.0,Ville-Marie,Entire home/apt,179.0,85,4.6,30,t
47996470.0,Sonder Gare Saint Denis | Lofted 2BR Apartment,1,4,2.0,1.0,Ville-Marie,Entire home/apt,174.0,89,4.78,30,t
47996599.0,Sonder Gare Saint Denis | Lofted 3BR Apt,1,6,3.0,1.0,Ville-Marie,Entire home/apt,225.0,86,4.78,30,t
48014376.0,Dtown New Sun Drenched Condo -Monthly Rental,1,4,2.0,2.0,Ville-Marie,Entire home/apt,125.0,2,5.0,19,t
48024379.0,Sonder Gare Saint Denis | Queen Studio Apartment,3,2,0.0,1.0,Ville-Marie,Entire home/apt,114.0,443,4.69,30,t
48038817.0,Cozy Room steps To Polytechnique/HEC/6Min Downtown,5,1,1.0,2.0,CÃ´te-des-Neiges-Notre-Dame-de-GrÃ¢ce,Private room,74.0,2,4.0,29,f
48056767.0,Gorgeous room in art deco apt @ Clark & Mont Royal,1,1,1.0,1.0,Le Plateau-Mont-Royal,Private room,57.0,63,4.87,45,f
48088688.0,Elegant apartment in Downtown,1,2,1.0,1.5,Ville-Marie,Entire home/apt,73.0,13,4.46,44,t
48095938.0,Unwind in Style at a Luxurious Loft - Free Parking,5,2,1.0,1.0,Ahuntsic-Cartierville,Entire home/apt,198.0,36,4.94,57,t
48130925.0,"Bright, Fresh Studio in Le Plateau by Denstays",1,4,1.0,1.0,Le Plateau-Mont-Royal,Entire home/apt,183.0,136,4.78,40,t
48130996.0,New Flat on St-Denis Street by Denstays,3,2,1.0,1.0,Le Plateau-Mont-Royal,Entire home/apt,193.0,215,4.88,40,t
48131072.0,Wonderful New Studio near Mount Royal By Denstays,1,3,1.0,1.0,Le Plateau-Mont-Royal,Entire home/apt,180.0,117,4.8,38,t
48131358.0,Stylish apartment with garage in the best location,1,3,2.0,1.0,Le Plateau-Mont-Royal,Entire home/apt,120.0,21,4.9,50,t
48135590.0,Appartement avec stationnement proche AÃ©roport,5,2,1.0,1.0,Lachine,Entire home/apt,52.0,18,4.33,13,
48147778.0,Amazing and Perfectly Located Flat by Denstays,1,4,1.0,1.0,Le Plateau-Mont-Royal,Entire home/apt,173.0,142,4.77,40,t
48147789.0,New Urban 1 Bedroom Apartment by Denstays,1,3,1.0,1.0,Le Plateau-Mont-Royal,Entire home/apt,169.0,113,4.8,39,t
48179494.0,New and Beautiful Downtown Apartment,5,3,2.0,1.0,Le Sud-Ouest,Entire home/apt,87.0,12,4.67,45,t
48233348.0,Elegant Row House in Westmount,5,3,2.0,1.5,Westmount,Entire home/apt,257.0,0,,19,f
48287162.0,Chic & Spacious Plateau Hideaway â€“ Sleeps 4+,3,5,2.0,2.0,Le Plateau-Mont-Royal,Entire home/apt,395.0,323,4.99,56,t
48293192.0,Chambre privÃ©e au ChÃ¢teau Fullum,1,2,1.0,1.0,Ville-Marie,Private room,25.0,11,5.0,20,f
48312033.0,Great Canadian Loft - excellent location 32+ days,1,1,0.0,1.0,Ville-Marie,Entire home/apt,95.0,62,4.9,37,t
48313475.0,Sonder Penny Lane | 2BR w/ Two Balconies,1,4,2.0,2.0,Ville-Marie,Entire home/apt,736.0,47,4.62,31,t
48314606.0,Sonder Penny Lane | 3BR Apartment w/ Balcony,0,5,3.0,2.0,Ville-Marie,Entire home/apt,767.0,100,4.84,32,t
48314659.0,New and Beautiful Downtown Apartment!!!!,1,2,1.0,1.0,Ville-Marie,Entire home/apt,62.0,10,4.9,42,t
48329009.0,Homa 4 | A haven of light | WiFi | Workdesk | AC,5,4,2.0,1.0,Mercier-Hochelaga-Maisonneuve,Entire home/apt,112.0,108,4.92,58,t
48330486.0,Chic appartement une chambre avec jardin,5,3,1.0,1.0,Le Sud-Ouest,Entire home/apt,107.0,43,4.77,42,f
48359622.0,Amazing view studio next to metro Laurier-Plateau,2,1,,1.0,Le Plateau-Mont-Royal,Entire home/apt,,5,3.6,44,f
48366374.0,Relocation Studio | Great for Business | Downtown,1,2,0.0,1.0,Ville-Marie,Entire home/apt,68.0,3,5.0,46,f
48385943.0,Rome with a view,5,2,1.0,1.0,Mercier-Hochelaga-Maisonneuve,Private room,28.0,0,,8,f
48413590.0,#156 - Montreal-Style Furnished APT with Balcony,1,2,1.0,0.0,Le Plateau-Mont-Royal,Entire home/apt,69.0,7,4.71,14,f
48413593.0,"#176 Large, Impeccable and Bright Apartment",5,4,2.0,0.0,Mercier-Hochelaga-Maisonneuve,Entire home/apt,84.0,0,,17,f
48413605.0,#117 - Comfortable Furnished Unit in Little Italie,5,4,2.0,0.0,Rosemont-La Petite-Patrie,Entire home/apt,,0,,17,f
48413609.0,#188 - Comfortable Apt with Balcony - Close to Eve,5,2,1.0,0.0,Rosemont-La Petite-Patrie,Entire home/apt,,1,5.0,15,f
48413612.0,#163 - Peaceful & Bright Apartment with Balcony,5,6,3.0,0.0,Mercier-Hochelaga-Maisonneuve,Entire home/apt,99.0,0,,17,f
48419430.0,#301 Sleek & Amazing Layout APT in Villeray Park E,0,8,,4.0,Villeray-Saint-Michel-Parc-Extension,Entire home/apt,,0,,19,f
48419431.0,#400 Comfortable APT in Quiet and Wooded Area,5,4,2.0,0.0,CÃ´te-des-Neiges-Notre-Dame-de-GrÃ¢ce,Entire home/apt,93.0,1,5.0,19,f
48450666.0,[The World] Great for Business @ Dwtnwn,1,2,1.0,1.0,Ville-Marie,Entire home/apt,75.0,3,4.67,42,
48451799.0,Luxury designer house in plateau Mt Royal,0,5,3.0,1.5,Le Plateau-Mont-Royal,Entire home/apt,525.0,133,4.97,42,t
48491571.0,"Room w/Smart TV, AC, 15mins to Downtown Montreal",5,2,1.0,1.0,CÃ´te-des-Neiges-Notre-Dame-de-GrÃ¢ce,Private room,102.0,27,4.63,35,
48500851.0,Double Room/ Polytechnique/HEC/ 6min Downtown,5,2,1.0,1.0,CÃ´te-des-Neiges-Notre-Dame-de-GrÃ¢ce,Private room,78.0,3,4.67,26,f
48543786.0,Lux Condo chambre tout Ã©quipÃ© (Internet et IPTV)..,1,2,1.0,1.0,Ville-Marie,Entire home/apt,130.0,2,5.0,18,f
48551507.0,Downtown Montreal Historical Cozy Home,1,1,1.0,1.0,Ville-Marie,Private room,100.0,88,4.92,53,t
48641814.0,Comfy and cosy,0,8,4.0,3.0,Beaconsfield,Entire home/apt,115.0,11,4.55,62,f
48675881.0,#126 Charming Renovated Apartment - Amazing Layout,5,2,1.0,0.0,Mercier-Hochelaga-Maisonneuve,Entire home/apt,64.0,0,,19,f
48749791.0,Logement complet au coeur du Plateau !,1,2,1.0,1.0,Le Plateau-Mont-Royal,Entire home/apt,304.0,132,4.88,44,t
48786532.0,1-bedroom apartment in the heart of plateau,1,2,1.0,1.0,Le Plateau-Mont-Royal,Entire home/apt,256.0,63,5.0,48,t
48796902.0,Lovely 1 bedroom in HOMA MontrÃ©al,5,4,1.0,1.0,Mercier-Hochelaga-Maisonneuve,Entire home/apt,,8,4.88,35,t
48824593.0,FurnishedMTL - Cozy Modern Studio near Mcgill,1,2,1.0,1.0,Le Plateau-Mont-Royal,Entire home/apt,84.0,31,4.39,22,f
48853004.0,Luxury Studio @ Tour des Canadien 3,1,2,1.0,1.0,Ville-Marie,Entire home/apt,66.0,15,5.0,48,t
48902258.0,Dtown New Chic -Monthly Rental,1,2,1.0,1.0,Ville-Marie,Entire home/apt,,8,5.0,17,t
48911854.0,"Studio neuf, MÃ©tro Saint-Henri, wifi, A/C",5,2,0.0,1.0,Le Sud-Ouest,Entire home/apt,69.0,51,4.65,25,t
48916715.0,Cottage familial tout inclus avec cour privÃ©e,0,6,3.0,2.0,Le Plateau-Mont-Royal,Entire home/apt,,18,4.94,60,f
48934895.0,Scandinavian Style 3 Bedroom Suite in the Old Port,3,6,3.0,2.0,Ville-Marie,Entire home/apt,403.0,227,4.78,26,f
48937750.0,Beautiful European 3BR suite in the Old Montreal,3,6,3.0,2.0,Ville-Marie,Entire home/apt,349.0,228,4.82,24,f
48950205.0,Magnifique studio 1 1/2 meublÃ©,5,1,1.0,1.0,CÃ´te-des-Neiges-Notre-Dame-de-GrÃ¢ce,Entire home/apt,59.0,0,,6,f
48950246.0,"Loft in downtown, old Montreal",3,2,1.0,1.0,Ville-Marie,Entire home/apt,115.0,189,4.72,43,t
48952754.0,Stunning Wabi Sabi 3BR Space in Old Montreal,3,6,3.0,2.0,Ville-Marie,Entire home/apt,495.0,227,4.83,26,f
48959842.0,Charmant appartement mÃ©tro HonorÃ©-Beaugrand,5,4,2.0,1.0,Mercier-Hochelaga-Maisonneuve,Entire home/apt,74.0,82,4.67,19,f
48972396.0,Stunning 3-Bedroom European Space in Old Montreal,3,6,3.0,2.0,Ville-Marie,Entire home/apt,392.0,207,4.78,25,f
48974493.0,Stunning 6 Bedroom Penthouse in Old Montreal!,0,11,6.0,4.0,Ville-Marie,Entire home/apt,826.0,191,4.82,35,t
48977975.0,Luxury Waterfront Penthouse 2BR w/Rooftop Pool,5,4,2.0,2.0,Le Sud-Ouest,Entire home/apt,200.0,0,,41,t
49057268.0,"1 bedroom available in heart of MileEnd, Montreal",1,2,1.0,1.0,Le Plateau-Mont-Royal,Private room,122.0,0,,27,f
49097853.0,charmant lumineux 3 piÃ¨ces devant le parc Laurier,1,2,1.0,1.0,Le Plateau-Mont-Royal,Entire home/apt,135.0,33,4.97,48,f
49126708.0,Bright Riverfront 3-Bedroom Condo,5,5,3.0,1.0,LaSalle,Entire home/apt,179.0,113,4.95,62,f
49178975.0,AllWhit HistoricaLoft Dwnt MTL Garage Furnished AC,1,4,1.0,1.0,Ville-Marie,Entire home/apt,109.0,4,5.0,23,f
49211508.0,One-Bedroom stylish apartment,1,2,1.0,1.0,Ville-Marie,Entire home/apt,186.0,101,4.5,34,f
49224247.0,Top floor unit - Walking all over the Old Port,1,4,1.0,1.0,Ville-Marie,Entire home/apt,293.0,58,4.71,35,f
49241734.0,"Le Romarin, chalet urbain",5,2,1.0,1.0,Mercier-Hochelaga-Maisonneuve,Entire home/apt,144.0,71,5.0,49,t
49245946.0,Top floor One-Bedroom Loft,1,2,1.0,1.0,Ville-Marie,Entire home/apt,186.0,66,4.59,34,f
49248965.0,FREE Parking  | Trendy Neighborhood | Must Stay,3,8,3.0,1.0,Le Plateau-Mont-Royal,Entire home/apt,199.0,228,4.86,42,t
49288742.0,Sunny Loft close to Hospital / Metro / downtown,3,4,0.0,1.0,Ville-Marie,Entire home/apt,77.0,153,4.61,41,f
49289924.0,Historical Building Close to General Hospital/DTW,1,3,1.0,1.0,Ville-Marie,Entire home/apt,132.0,134,4.41,39,f
49292371.0,"#434 - Spacious 2 Bedrooms, Private Balcony & Terr",2,4,2.0,0.0,Le Plateau-Mont-Royal,Entire home/apt,95.0,2,2.0,21,f
49292571.0,Private Queen with Ensuite,1,2,1.0,1.0,Ville-Marie,Private room,,43,4.65,16,f
49293414.0,Private Single bed with Ensuite,1,1,1.0,1.0,Ville-Marie,Private room,105.0,43,4.86,12,f
49293430.0,Twin Private with Ensuite,1,2,1.0,1.0,Ville-Marie,Private room,,16,4.56,11,f
49295230.0,Appartement cozy au cÅ“ur du Plateau Mont Royal,1,2,1.0,1.0,Le Plateau-Mont-Royal,Entire home/apt,63.0,15,5.0,34,t
49317132.0,#104 Spacious Apt With Balcony in Plateau Mont-Roy,1,3,2.0,0.0,Le Plateau-Mont-Royal,Entire home/apt,124.0,2,4.5,19,f
49338523.0,Newly renovated 2BR on the Plateau near Mile End,1,4,2.0,1.5,Le Plateau-Mont-Royal,Entire home/apt,225.0,7,5.0,51,f
49362651.0,Tic & Tac | AC | Great Location | Near the Metro,3,4,2.0,1.0,Le Plateau-Mont-Royal,Entire home/apt,301.0,225,4.81,44,t
49374053.0,Steps to Metro/Polytechnique/HEC/6mins Downtown,5,1,1.0,3.0,CÃ´te-des-Neiges-Notre-Dame-de-GrÃ¢ce,Private room,53.0,4,4.25,34,f
49380284.0,Secluded Greenhouse Downtown Center,1,2,1.0,1.0,Ville-Marie,Entire home/apt,160.0,4,4.75,41,f
49436040.0,feel home in a gorgeous basement + a small bedroom,5,4,1.0,1.5,Dollard-des-Ormeaux,Entire home/apt,61.0,50,4.74,38,
49444674.0,"Travel, Metro, Downtown, Restaurant, shopping",1,2,0.0,1.0,Ville-Marie,Entire home/apt,93.0,136,4.44,38,f
49466118.0,"#110 Roomy, Renovated, Gourmet Kitchen & Large Bac",5,4,2.0,0.0,CÃ´te-des-Neiges-Notre-Dame-de-GrÃ¢ce,Entire home/apt,,4,4.75,21,f
49487298.0,Your own studio apartment (University of Montreal),5,2,0.0,1.0,CÃ´te-des-Neiges-Notre-Dame-de-GrÃ¢ce,Entire home/apt,48.0,12,4.83,33,f
49499676.0,#303 Spectacular Unit - Must see! With Private Ter,2,4,2.0,0.0,Villeray-Saint-Michel-Parc-Extension,Entire home/apt,,1,2.0,22,f
49527193.0,Montrealer Townhouse,0,6,3.0,1.5,Ville-Marie,Entire home/apt,,2,4.5,33,f
49588713.0,Rififi Studio | WIFI | TV | Balcony | AC,3,2,0.0,1.0,Le Plateau-Mont-Royal,Entire home/apt,112.0,256,4.77,29,t
49589199.0,Alvin's Studio | AC | Great Location |Near a Metro,3,2,0.0,1.0,Le Plateau-Mont-Royal,Entire home/apt,176.0,269,4.87,33,t
49589368.0,Sandy Studio | WIFI | TV | Balcony | AC,3,2,0.0,1.0,Le Plateau-Mont-Royal,Entire home/apt,114.0,238,4.78,31,t
49596673.0,Wonderful loft for rent totally Furnished,1,1,1.0,1.0,Ville-Marie,Entire home/apt,58.0,9,5.0,40,t
49606797.0,MR Griffintown 1 Bedroom Condo,5,2,1.0,1.0,Le Sud-Ouest,Entire home/apt,110.0,5,4.8,32,f
49631041.0,Private home in Le Plateau for longer stays,0,5,3.0,2.5,Le Plateau-Mont-Royal,Entire home/apt,340.0,7,5.0,58,f
49704992.0,"Private suite, Private parking",3,3,1.0,1.0,LaSalle,Entire home/apt,139.0,234,4.99,28,t
49735335.0,M11 | Le Mile End - Spacious 1BDR in Plateau-2A,3,4,1.0,1.0,Le Plateau-Mont-Royal,Entire home/apt,254.0,247,4.76,33,t
49735475.0,M11 | Le Mile End - Cozy studio in MTL-3C,3,2,1.0,1.0,Le Plateau-Mont-Royal,Entire home/apt,192.0,242,4.82,31,t
49739583.0,"Gorgeous, fully equipped 2 bdrm condo in TDC3",1,2,2.0,2.0,Ville-Marie,Entire home/apt,125.0,2,5.0,23,f
49749803.0,Superbe appartement stylisÃ© et moderne - Plateau,1,2,1.0,1.0,Le Plateau-Mont-Royal,Entire home/apt,116.0,15,5.0,48,t
49769685.0,Scrat studio  | AC | Great Location | Near a Metro,3,2,0.0,1.0,Le Plateau-Mont-Royal,Entire home/apt,178.0,280,4.79,32,t
49850062.0,Appartement pour 4 avec terrasse et jardin,5,4,2.0,1.0,Rosemont-La Petite-Patrie,Entire home/apt,257.0,11,4.82,31,t
49881923.0,"Corporate Suite, Golden Square Mile!",1,2,0.0,1.0,Ville-Marie,Entire home/apt,80.0,4,4.75,49,f
49886137.0,Entire 3BR apartment,5,6,2.0,1.0,Le Sud-Ouest,Entire home/apt,65.0,49,4.88,35,t
49924647.0,Contemporary Montreal Loft l Walk to Old Port,3,4,0.0,1.0,Ville-Marie,Entire home/apt,192.0,396,4.81,18,t
49925637.0,Chic Montreal Loftl Sleeps 4 l Walk to Old Port,3,4,1.0,1.0,Ville-Marie,Entire home/apt,211.0,421,4.83,15,t
49926770.0,Chic Montreal Suite | Sleeps 4 | Walk to Old-Port,3,4,0.0,1.0,Ville-Marie,Entire home/apt,199.0,365,4.81,16,t
49927098.0,Chic Suite Downtown | Walk to Old-Port,3,4,0.0,1.0,Ville-Marie,Entire home/apt,184.0,379,4.8,16,t
49927195.0,Luxe Suite Downtown l Sleeps 4 l Walk to Old-Port,3,4,0.0,1.0,Ville-Marie,Entire home/apt,163.0,376,4.88,16,t
49927318.0,Junior  MTL Suite l Sleeps 4 l Walk to Old-Port,3,4,0.0,1.0,Ville-Marie,Entire home/apt,193.0,373,4.75,16,t
49927476.0,Fantastic MTL Suite l Sleeps 4 l Walk to Old-Port,3,4,,1.0,Ville-Marie,Entire home/apt,,414,4.83,16,t
49927728.0,Presidential 2BR Suite | Walk to Old Port,3,6,2.0,1.0,Ville-Marie,Entire home/apt,321.0,307,4.77,16,t
49927948.0,Contemporary 2BR Montreal Loft | Walk-to-Old Port,3,6,2.0,1.0,Ville-Marie,Entire home/apt,366.0,324,4.8,16,t
49928269.0,Upscale 2BR Loft Downtown | Walk to Old Port,3,6,2.0,1.0,Ville-Marie,Entire home/apt,282.0,281,4.79,16,t
49928410.0,Contemporary 2BR Suite Downtown | Walk to Old-Port,3,6,2.0,1.0,Ville-Marie,Entire home/apt,326.0,339,4.79,16,t
49931375.0,Brand new studio for rent next to metro l'acadie,5,2,1.0,1.5,Villeray-Saint-Michel-Parc-Extension,Entire home/apt,104.0,77,4.84,47,f
50020793.0,Apartment -Free Private Parking-12 min Downtown,5,2,1.0,1.0,Verdun,Entire home/apt,,10,4.9,55,f
50042593.0,"Little sweet home, MontrÃ©al",5,2,0.0,1.0,Mercier-Hochelaga-Maisonneuve,Entire home/apt,62.0,25,4.88,48,t
50051780.0,Business flat Montreal Downtown with Parking,1,2,1.0,1.0,Ville-Marie,Entire home/apt,90.0,17,4.88,55,t
50104324.0,ChÃ¢teau Dorion,1,6,3.0,1.0,Ville-Marie,Entire home/apt,202.0,23,4.96,43,t
50105015.0,"Beautiful, Great area, Parking, Next to Metro!",3,3,1.0,1.0,Rosemont-La Petite-Patrie,Entire home/apt,139.0,143,4.99,56,t
50112345.0,#NAME?,3,6,2.0,1.0,Lachine,Entire home/apt,222.0,196,4.91,68,t
50117285.0,Entire nice basement -12 Minutes from YUL airport,5,4,1.0,1.0,Dollard-des-Ormeaux,Entire home/apt,85.0,59,4.75,57,f
50178402.0,"MÃ©tro Mont-Royal, grand logement 1 ch",1,2,1.0,1.0,Le Plateau-Mont-Royal,Entire home/apt,108.0,9,5.0,52,f
50223620.0,Appartement au coeur de Plateau Mont-Royal,1,2,1.0,1.0,Le Plateau-Mont-Royal,Entire home/apt,65.0,23,5.0,44,t
50227863.0,Le plus beau logement de MontrÃ©al,1,2,1.0,1.0,Le Plateau-Mont-Royal,Private room,154.0,26,4.92,23,f
50246556.0,Bright Loft in Mile-End,1,2,1.0,1.0,Le Plateau-Mont-Royal,Entire home/apt,,12,5.0,57,f
50286308.0,Magnificent condo with view of downtownâ€™s skyline,1,2,1.0,1.0,Ville-Marie,Entire home/apt,170.0,17,4.94,39,t
50287089.0,"Superbe logement 1 chambre, Ã©purÃ© et lumineux.",5,2,1.0,1.0,Rosemont-La Petite-Patrie,Entire home/apt,67.0,8,4.5,31,f
50303546.0,House on the MAIN - Two Huge Patios on St Laurent.,0,16,6.0,3.5,Le Plateau-Mont-Royal,Entire home/apt,1297.0,52,4.83,32,t
50310454.0,Stylish Private Floor! Sleeps 18 w/Patio & Parking,0,16,4.0,2.0,Le Plateau-Mont-Royal,Entire home/apt,711.0,146,4.58,23,f
50332163.0,LUXE MTL Suite l Sleeps 4 l Walk to Old-Port,3,4,0.0,1.0,Ville-Marie,Entire home/apt,211.0,376,4.79,16,t
50342213.0,Grand appartement dans Rosemont avec cour / Big Apartment in Rosemont with backyard,5,4,2.0,1.0,Rosemont-La Petite-Patrie,Entire home/apt,176.0,75,4.92,50,t
50414123.0,LUXURIOUS PRIVATE BUILDING - BIG PATIO - SLEEPS 18,0,16,5.0,2.0,Le Plateau-Mont-Royal,Entire home/apt,842.0,190,4.8,29,f
50417141.0,Huge 2 Bdr with Balcony in Mile End by Denstays,3,4,2.0,1.0,Le Plateau-Mont-Royal,Entire home/apt,232.0,186,4.82,30,t
50419985.0,Superbe condo urbain Ã  louer !,5,4,1.0,1.5,Le Sud-Ouest,Entire home/apt,180.0,65,4.94,40,t
